Death Trash Language File		
#219:	Then leave my home. And don't return.	Тогда уходи из моего дома. И не возвращайся.
#239:	You're not welcome here anymore.	Тебе здесь больше не рады.
#217:	Alright. I guess I'll help.	Хорошо. Думаю, я помогу.
#228:	Good. I'm glad that you changed your mind.	Хороший. Я рад, что ты передумал.
#89:	First we'll have to find the Oracle.	Сначала нам нужно найти Оракула.
#230:	The Philosopher is an old friend of mine and knows many of the other Titans. We should ask him.	Философ — мой старый друг, он знает многих других Титанов. Мы должны спросить его.
#88:	Journey straight to the east from here, **forename** of the Flesh, and visit the Philosopher.	Отправляйтесь отсюда прямо на восток, **forename** Плоти, и посетите Философа.
#120:	You might also ask him about your communication with the flesh.	Ты также можешь спросить его о своем общении с плотью.
#119:	I'll try to contact another friend in the meantime.	Тем временем я попытаюсь связаться с другим другом.
#90:	Ok. I'll travel to the Philosopher.	Хорошо. Я отправлюсь к Философу.
#95:	Fine. Let's meet again here afterwards.	Отлично. Давай потом встретимся здесь снова.
#96:	Good luck.	Удачи.
#245:	Don't let the waste skin you.	Не позволяйте мусору сдирать с вас кожу.
#233:	Actually, I met the Philosopher already.	На самом деле, я уже встречался с Философом.
#124:	The Philosopher is dead.	Философ мертв.
#126:	Dead? Holy flesh. This can't be.	Мертв? Святая плоть. Этого не может быть.
#247:	Is he...	Он...
#237:	[She looks down in silence.]	[Она молча смотрит вниз.]
#149:	...	...
#132:	How did it happen?	Как это произошло?
#134:	I don't know.	Я не знаю.
#150:	But I found this recording. Extracted from the machine the Philosopher was connected to.	Но я нашел эту запись. Извлек её из машины, к которой был подключен Философ.
#152:	Let me see.	Дайка подумать.
#161:	This works as a world config container. We could build a Cyberwomb module from that to experience the recording.	Это работает как контейнер конфигурации мира. Мы могли бы построить из этого модуль киберутробы, чтобы испытать запись.
#238:	I'll let you do it.	Я позволю тебе это сделать.
#165:	Hand it over to the Master Processor over there.	Передайте его вон тому главному процессору.
#137:	Will do.	Сделаю.
#213:	Ok.	Ok.
#244:	It's good that we're doing this together.	Хорошо, что мы делаем это вместе.
#50:	I've been infected.	Я заразился.
#61:	Tell me about this, **forename** of the Flesh.	Расскажи мне об этом, **forename** Плоти.
#62:	I'm not sure what sickness this is. Feels like my organs are in turmoil.	Я не уверен, что это за болезнь. Такое чувство, что мои органы в беспорядке.
#63:	I have to puke a lot.	Меня часто тошнит.
#65:	This sickness I know. But I'm no traditional healer.	Эту болезнь я знаю. Но я не обычный целитель.
#68:	There's a doctor in Tauris if you need one.	В Таурисе есть врач, если он тебе понадобится.
#74:	Oh, good to know.	О, приятно это знать.
#53:	What else?	Что еще?
#67:	I've been to the doctor. Wasn't much help.	Я был у врача. Это не очень помогло.
#70:	Then I talked to Mortus. He's investigating the Flesh Nexus.	Потом я поговорил с Мортусом. Он исследует Связь Плоти.
#71:	The Flesh Nexus?	Связь плоти?
#72:	The veins of flesh everywhere.	Вены плоти повсюду.
#73:	That's a fitting name.	Это подходящее имя.
#197:	By the Titans! How did you get in?	Клянусь Титанами! Как ты сюда попал?
#199:	I commanded the flesh to let me in.	Я приказал плоти впустить меня.
#202:	[She sniffs.]	[Она шмыгает носом.]
#204:	You reek of the flesh. You speak true.	От тебя разит плотью. Ты говоришь правду.
#207:	I'm Aksa.	Я Акса.
#208:	I'm **forename**.	Меня зовут **forename**.
#227:	Welcome, **forename** of the Flesh.	Добро пожаловать,**forename** из плоти.
#46:	What brings you here?	Что привело тебя сюда?
#193:	Let's enter the Cyberwomb.	Давайте войдем в киберутробу.
#101:	You have your task. See you later.	У тебя есть задача. До скорого.
#144:	What's up?	Как дела?
#142:	<LeaveDialogue>	<Покинуть диалог>
#175:	I created the Cyberwomb Module of the recording.	Я создал модуль записи киберутробы.
#176:	That's good to hear, **forename** of the Flesh. Let's take a look at it. Together.	Приятно это слышать, **forename** Плоти. Давайте взглянем на это. Вместе.
#178:	I wonder what we'll encounter. You've been to a Cyberwomb before?	Интересно, с чем мы столкнемся. Вы уже бывали в киберутробе раньше?
#196:	I spent most of my life in Omniwomb.	Я провел большую часть своей жизни в Омнивомбе.
#179:	That's similar enough.	Довольно похоже.
#180:	Follow me.	Следуй за мной.
#169:	About the recording...	О записи...
#170:	Hand it over to the Master Processor.	Передайте его Мастеру Процессора.
#171:	Ok.	Ok.
#106:	You have returned.	Вы вернулись.
#226:	I told you to leave my home. This is your last warning. Leave, NOW!	Я сказал тебе покинуть мой дом. Это твое последнее предупреждение. Уходи!
#242:	Enough is enough. This is your death.	Хватит значит хватит. Это твоя смерть.
------------------------------------------		
SEQUENCE Aksa_AfterCyberwomb		
#25:	Welcome back.	С возвращением.
#44:	Have you found the Oracle?	Ты нашел Оракула?
#45:	No luck, yet.	Пока нет.
#49:	Yes, I have. I found him in New Delphi.	Да. Я нашел его в Нью-Делфи.
#50:	I visited his mind. Unfortunately the Feeder had been there already.	Я побывал в его сознании. К сожалению, Фидер уже был там.
#54:	In the mind of the Oracle?	В сознании оракула?
#55:	Yeah. Physically too, maybe.	Ага. Физически тоже, наверное.
#78:	So how was the Oracle?	Итак, как Оракул?
#52:	He was a mess. What he said wasn't very coherent.	Он был не в себе. То, что он сказал, было не очень связно.
#58:	According to him the Feeder is in search of the Wormwound.	По его словам, Кормушка ищет Червяка.
#59:	The Wormwound?	Червяк?
#79:	[She looks puzzled.]	[Она смотрит озадаченно.]
#90:	Do you know what that is?	Ты знаешь, что это такое?
#60:	Not really. But it's connected to the flesh. The Oracle called it the origin.	Не совсем. Но это связано с плотью. Оракул назвал это началом.
#64:	I never heard about this before.	Я никогда не слышал об этом раньше.
#66:	**forename** of the Flesh, this is exciting.	**forename** Плоти, это захватывающе.
#67:	Exciting?	Захватывающе?
#68:	Yes, it's very exciting. Could be devastating and dangerous, too, no?	Да, это очень захватывающе. Это тоже может быть разрушительно и опасно, не так ли?
#69:	[She sniffs.]	[Она шмыгает носом.]
#70:	I smell your excitement, too. You and me, we're of the same flesh.	Я тоже чувствую твое возбуждение. Ты и я, мы из одной плоти.
#74:	You're wrong.	Ты ошибаешься.
#75:	Hmmh.	Хммм.
#91:	Then I might have misinterpreted.	Тогда я мог неправильно понять.
#93:	So where is this Wormwound?	Так где же этот Червяк?
#97:	The Oracle couldn't tell exactly.	Оракул не мог сказать точно.
#98:	He said north. Somewhere north. And that the Perished City might hold answers.	Он сказал "на север". Где-то на севере. И что в Погибшем городе могут быть ответы.
#99:	That's not very specific.	Это не очень конкретно.
#100:	He's an Oracle.	Он Оракул.
#101:	Sure.	Конечно.
#102:	But the Perished City is closed. I've never been there.	Но Погибший город закрыт. Я никогда там не был.
#104:	He mentioned there might be a path through the mountains.	Он упомянул, что там может быть тропинка через горы.
#105:	Good. ... Then I suggest you go looking for that path and try to get into the city.	Хорошо. ... Тогда я предлагаю вам отправиться на поиски этой тропинки и попытаться попасть в город.
#106:	I cannot leave here yet.	Я пока не могу уйти отсюда.
#108:	Please contact me when you found out where this Wormwound is.	Пожалуйста, свяжись со мной, когда узнаешь, где эта рана Червя.
#109:	Will do.	Сделаю.
#110:	Thank you.	Спасибо.
#72:	I guess so.	Полагаю, что так.
#76:	I knew it.	Я знал это.
#27:	What now?	Что теперь?
#29:	You have to find the Oracle before the Feeder does.	Вы должны найти Оракула раньше, чем это сделает Подающий.
#32:	Our best bet of discovering the Oracle is to ask around at a busy place.	Наш лучший способ узнать оракула - поспрашивать в оживленном месте.
#33:	Travel south to the Puke Bar and ask around there.	Отправляйтесь на юг, в Блевотный бар, и поспрашивайте там.
#37:	Oh, and I know there's a Cyberwomb in the Puke Bar, too.	О, и я знаю, что в баре "Пайк" тоже есть киберутроба.
#38:	You'll find a power module for it in the underground here in Old Trees.	Вы найдете модуль питания для него в подземелье здесь, в Старых деревьях.
#39:	And I'll give you this virtual representation of Old Trees, and we use this as a meeting point.	И я дам вам это виртуальное изображение Старых Деревьев, и мы используем это как место встречи.
#40:	The Cyberwombs in the Puke Bar and the one here in Old Trees are connected.	Киберутробы в баре "Пайк" и та, что здесь, в "Старых деревьях", связаны между собой.
#41:	Good luck.	Удачи.
#42:	Thank you. Bye.	Спасибо вам. Пока.
------------------------------------------		
SEQUENCE Aksa_Cyberwomb_Philosopher		
#16:	My old friend...	Мой старый друг...
#17:	It's been a while since I was here.	Давненько я здесь не была.
#3:	Where are we, exactly?	Где мы находимся?
#4:	This is a Cyberwomb of the Philosopher's Lair.	Это Киберутроба Приюта Философа.
#5:	A near as possible representation, I guess.	Наиболее точная его симуляция.
#6:	Our bodies are safe while we're in here, right?	Наши тела ведь в безопасности, пока мы здесь, да?
#8:	Yes.	Да.
#9:	It's a full virtual sensory experience like the Omniwomb. Nothing happens to your real bodies.	Это полноценный виртуальный сенсорный опыт, как Омниутробе. С твоим телом в реальности ничего не происходит.
#10:	Oh, good to know.	О, приятно знать.
#11:	So what do we do here?	Итак, что мы тут делаем?
#12:	We're examining the remnants of the Philosopher. Let's explore.	Мы исследуем остатки Философа. Идём.
#19:	The Feeder...	Кормилец...
#20:	Yeah, I heard it.	Да, я всё слышала.
#21:	Let's return to the physical world.	Вернемся в физический мир.
------------------------------------------		
SEQUENCE Aksa_SentToCity		
#25:	Welcome back.	С возвращением.
#44:	Did you get into the city?	Ты добрался до города?
#113:	Not yet.	Ещё нет.
------------------------------------------		
SEQUENCE AnimalComment		
#6:	*hiss*	*шипение*
#5:	Blergh.	Блерг.
#4:	Grrr.	Гррр.
#3:	Kchr.	Кхр.
------------------------------------------		
SEQUENCE BigFleshwormTamingOnFail		
#2:	Initiator: Fail	Инициатор: Сбой
#3:	Target:Fail	Цель: Провал
------------------------------------------		
SEQUENCE BigFleshwormTamingOnSuccess		
#2:	Initiator: Success	Инициатор: Успех
#3:	Target: Success	Цель: Успех
------------------------------------------		
SEQUENCE BleedingHeadOracle		
#20:	Welcome, **forename**.	Добро пожаловать, **forename**.
#62:	You have returned.	Ты вернулся.
#67:	Now, speak your desire.	Теперь проговори свое желание.
#80:	<LeaveDialogue>	<Покинуть диалог>
#93:	Can I revisit your mind?	Могу ли я вернуться в ваш разум?
#94:	That is an odd request.	Это странная просьба.
#116:	But, since you've been there already, I guess I feel comfortable having you around again.	Но, поскольку ты уже был там, я думаю, мне будет комфортно, если ты снова будешь рядом.
#117:	Are you ready for this?	Готовы ли вы к этому?
#121:	Not right now.	Не прямо сейчас.
#122:	Good. I'll be here, waiting for you.	Хорошо. Я буду здесь, ждать тебя.
#119:	Yes.	Да.
#123:	Then stay calm and embrace my thoughts...	Тогда сохраняй спокойствие и прими мои мысли...
#84:	Do you feel better now?	Теперь ты чувствуешь себя лучше?
#97:	Yes, I do.	Да.
#125:	Thank you for caring about me.	Спасибо за заботу обо мне.
#98:	It's all fractured still. And hazy.	До сих пор все сломано. И туманно.
#99:	But, finally, I feel like myself again. I am seeing again. I am a master of my own mind again.	Но, наконец, я снова чувствую себя самим собой. Я снова вижу. Я снова хозяин своего собственного разума.
#101:	You were not the master of your own mind?	Вы не были хозяином своего собственного разума?
#102:	No. He caught up to me. He found me.	Нет. Он догнал меня. Он нашел меня.
#104:	Who?	Кто?
#105:	The Feeder did.	Питатель сделал.
#106:	It is what I had feared. It is why I reached out.	Это то, чего я боялся. Именно поэтому я обратился к вам.
#107:	The Feeder reached me, and not only that, but he chained me, manipulated me, brainwashed me.	Питатель добрался до меня, и не только это, но он заковал меня в цепи, манипулировал мной, промывал мне мозги.
#108:	He was the master of my mind.	Он был хозяином моего разума.
#110:	What did he want?	Чего он хотел?
#111:	He's in search of the Wormwound.	Он в поисках раны от глистов.
#113:	The Wormwound?	Рана от червя?
#114:	The origin. The flesh. I don't really know. I feel it as a presence, but I don't know what it is.	Происхождение. Плоть. Я действительно не знаю. Я чувствую это как присутствие, но я не знаю, что это такое.
#126:	It's connected to the Flesh Nexus. As am I.	Он связан с Плотским Нексусом. Как и я.
#127:	I have an infection. I feel like I'm connected to the flesh, too.	У меня инфекция. Я чувствую, что тоже связан с плотью.
#128:	I know you have a connection. I wouldn't have reached you over that distance, otherwise.	Я знаю, что у тебя есть связь. Иначе я бы не добрался до тебя на таком расстоянии.
#129:	Now that my mind isn't that fuzzy anymore... Are you really a worm shaman?	Теперь, когда мой разум уже не такой туманный... Ты действительно шаман-червяк?
#133:	No, I am not.	Нет, это не так.
#134:	Hmmh. Well, that's a pity. But I guess you helped me nonetheless.	Хммм. Что ж, очень жаль. Но, думаю, тем не менее, ты мне помог.
#135:	You think this Wormwound might give me answers about my infection? Or heal me from it?	Ты думаешь, эта рана от глистов может дать мне ответы о моей инфекции? Или исцелить меня от этого?
#136:	I'm... I honestly don't know. I'm sure you'll find answers when finding the Wormwound, but I don't know what kind of answers those will be.	Я... я честно не знаю. Я уверен, что вы найдете ответы, когда найдете Червоточину, но я не знаю, что это будут за ответы.
#153:	So where's the Wormwound?	Так где же рана от червя?
#154:	I don't know. The Feeder questioned me. Painfully.	Я не знаю. Кормилец расспрашивал меня. Болезненно.
#155:	The agony. The sweet, sweet agony.	Агония. Сладкая, сладкая агония.
#156:	But I couldn't tell. Because I don't know.	Но я не мог сказать. Потому что я не знаю.
#157:	I feel that it's up north from here. And that's what he felt from me, too.	Я чувствую, что это на север отсюда. И это то, что он чувствовал от меня тоже.
#160:	The Perished City will have the answers. It has to.	У погибшего города будут ответы. Это необходимо.
#161:	How do I get to the Perished City?	Как попасть в погибший город?
#162:	Last I heard, the city is closed. But I listened to many travelers throughout the years. Some of them found a path through the mountains.	Последнее, что я слышал, город закрыт. Но я слушал многих путешественников на протяжении многих лет. Некоторые из них нашли путь через горы.
#137:	There's something else though...	Но есть кое-что еще...
#138:	Yes?	Да?
#139:	The Feeder. If the Feeder is interested in the Wormwound, and searching for it, then this does not bode well.	Питатель. Если питатель заинтересован в намотке червя и ищет его, то это не сулит ничего хорошего.
#141:	He killed the philosopher.	Он убил философа.
#140:	Oh. This makes me sad to hear.	Ой. Мне грустно это слышать.
#144:	He's dangerous and up to no good. So if you would wander north, in the search of the Wormwound, please be careful.	Он опасен и ничего хорошего не замышляет. Так что если вы пойдете на север, в поисках Червяка, будьте осторожны.
#148:	I will.	Я буду.
#158:	Farewell. I will rest now.	Прощайте. Я отдохну сейчас.
#159:	Goodbye.	До свидания.
#131:	Yes, I am.	Да.
#132:	That is good to hear. It's good to know there are still people around taking care about the Flesh Titans.	Это приятно слышать. Приятно знать, что есть люди, которые заботятся о Титанах Плоти.
#71:	You asked for help.	Вы просили о помощи.
#72:	You touch me. You embrace me.	Ты прикасаешься ко мне. Ты обнимаешь меня.
#73:	You open your mind, and then I let you in, and you see what's wrong, what's messed up.	Ты открываешь свой разум, а потом я впускаю тебя, и ты видишь, что не так, что перепутано.
#74:	You'll fix it. You fix my mind. You're a worm shaman from the wasteland.	Ты все исправишь. Ты исправляешь мой разум. Ты червячный шаман из пустоши.
#78:	I will have to think about this.	Мне нужно будет подумать об этом.
#79:	Then speak your desire.	Затем скажите о своем желании.
#76:	Alright. Let's try this.	Хорошо. Давайте попробуем это.
#53:	Worm shaman. You’ve heard my call. You are here to rescue me.	Червячный шаман. Вы услышали мой призыв. Ты здесь, чтобы спасти меня.
#96:	A great deal of responsibility rests on your shoulders, this I can tell.	Я могу сказать, что на ваших плечах лежит большая ответственность.
#54:	I’ve cried. I screamed.	Я плакала. Я закричала.
#55:	But is it too late? Or is there a sense of hope we can latch on to?	Но не слишком ли поздно? Или есть чувство надежды, за которое мы можем ухватиться?
#56:	Who’s speaking here? Be quiet. ... BE QUIET!	Кто здесь говорит? Быть тихим. ... ЗАМОЛЧИ!
#57:	He told me you would come. But I already knew that you would come.	Он сказал мне, что ты придешь. Но я уже знал, что ты придешь.
#58:	He's not omniscient, you know?	Он не всеведущ, понимаешь?
#59:	I suppose he can foretell, too?	Я полагаю, он тоже может предсказывать?
#60:	Not that I can. Nobody can.	Не то чтобы я мог. Никто не может.
#61:	You have to help me. This is all too much. The memories... I cannot silence them anymore. You have to help me.	Ты должен мне помочь. Все это уже слишком. Воспоминания... Я больше не могу заставить их замолчать. Ты должен мне помочь.
------------------------------------------		
SEQUENCE BleedingHeadOracleFleshDream		
#6:	Who approaches me?	Кто ко мне обращается?
#7:	A seeker? ... A hunter?	Искатель? ... Охотник?
#9:	Who are you?	Кто ты?
#12:	And where am I?	И где я?
#10:	I am the Guidance of Thoughts.	Я наставник мыслей.
#15:	I am the Voice of Nexus.	Я Голос Нексуса.
#16:	I am the Oracle.	Я Оракул.
#14:	I can sense you're afar. But you're on Nexus. You're part of our Nexus.	Я чувствую, что ты далеко. Но ты находишься в Нексусе. Ты часть нашего Нексуса.
#18:	You have to help me, **forename**!	Ты должен мне помочь, **forename**!
#23:	How do you know my name?	Откуда ты знаешь мое имя?
#31:	You're a worm shaman, right?	Ты ведь шаман-червь?
#38:	And I am in need.	А я в нужде.
#25:	I can feel his pulse. He's in search of me.	Я чувствую его пульс. Он ищет меня.
#17:	You have to get me out of here before he finds me.	Ты должен вытащить меня отсюда, пока он не нашел меня.
#27:	How would I get you out of here?	И как мне это сделать?
#30:	I... I don't know.	Я ... я не знаю.
#33:	Get me out of here.	Забери меня отсюда.
#37:	Help me!	Помоги мне!
------------------------------------------		
SEQUENCE BlindCultistDialogue		
#2:	Stop!	Стоп!
#9:	One move and I'll shoot you, straight in your noggin'.	Одно движение, и я выстрелю в тебя прямо в голову.
#15:	[Stand still]	[Стой на месте]
#25:	Just where the hell are you?	Где ты, черт возьми?
#14:	[Step away quietly]	[Отойдите тихо]
#27:	Must 'ave been nothing.	Должно быть ничего.
#10:	I'm over here.	Я здесь.
#11:	Ah!	Ах!
#12:	You! Don't scare me like that!	Ты! Не пугай меня вот так!
#28:	Damn bots 'ave stolen my eyes.	Чертовы боты украли мои глаза.
#30:	[Stand still]	[Стой на месте]
#33:	What? Where are you?	Какие? Где ты?
#34:	I must be goin' crazy down 'ere.	Я, должно быть, схожу с ума прямо сейчас.
#31:	[Step away quietly]	[Отойдите тихо]
#32:	They stole your eyes?	Они украли твои глаза?
#35:	Yes.	Да.
#36:	Ripped 'em straight outta the sockets. Up an' away they were.	Вырвал их прямо из гнезд. Они были наверху и далеко.
#37:	What do they want with your eyes?	Что им нужно от твоих глаз?
#38:	Hell if I know.	Черт, еслиб я знал.
#39:	I've been stuck down 'ere ever since.	Я застрял с тех пор.
#40:	Know what, stranger.	Знаешь что, незнакомец.
#41:	I think they took 'em upstairs.	Я думаю, что они забрали их наверх.
#42:	Lead me to 'em an' I'll make it worth your time.	Приведи меня к ним, и я сделаю так, чтобы это стоило твоего времени.
#44:	[Stand still]	[Стой на месте]
#47:	Hey! Don't you dare leavin' me alone down here.	Привет! Не смей оставлять меня одного здесь.
#48:	You know what: Take this!	Знаешь что: возьми это!
#45:	[Step away quietly]	[Отойдите тихо]
#46:	Sure thing. Just follow me.	Конечно. Просто следуй за мной.
#122:	Not just yet.	Пока еще нет.
#126:	We gotta lock the exits first, so those bastards can't escape.	Сначала мы должны закрыть выходы, чтобы эти ублюдки не смогли сбежать.
#127:	I fell over a lever somewhere nearby a couple of days ago.	Пару дней назад я упал где-то рядом с рычагом.
#128:	That's gotta do something.	Это что-то да значит.
#89:	I'm followin' the sound of your steps.	Я слежу за твоими шагами.
#173:	Eyes? Do you mean these?	Глаза? Вы имеете в виду эти?
#175:	You already got 'em? You're good.	Вы их уже получили? Ты в порядке.
#176:	Now let me have 'em. I'll give you somethin' in return too.	А теперь дай мне их. Я тебе тоже дам что-нибудь взамен.
#180:	[Stand still]	[Стоять неподвижно]
#193:	Hey, Don't leave me hangin'.	Эй, не оставляй меня висеть.
#179:	[Step away quietly]	[Отойдите тихо]
#190:	I just heard you walkin' away, didn't I.	Я только что слышал, как ты уходишь, не так ли?
#192:	Tryin' to sneak off with my eyes, are you?	Пытаешься улизнуть с моими глазами, а?
#177:	Sure.	Конечно.
#181:	Here you are.	Держи.
#182:	Great. Now let me put 'em back in.	Замечательно. Теперь позволь мне положить их обратно.
#184:	Ah yes. I can see again.	О да. Я снова вижу.
#185:	You look worse than I imagined.	Ты выглядишь хуже, чем я представлял.
#186:	But I did offer you somethin' in return, didn't I? Here, take this.	Но я же предложил тебе кое-что взамен, не так ли? Вот, возьми это.
#198:	Thanks.	Спасибо.
#201:	Ok. Goodbye then. Takin' a rest first.	Ok. Тогда до свидания. Прежде всего, отдохни.
#131:	We gotta lock the exits first, so those bastards can't escape.	Сначала мы должны закрыть выходы, чтобы эти ублюдки не смогли сбежать.
#132:	I fell over a lever somewhere nearby a couple of days ago.	Пару дней назад я упал где-то рядом с рычагом.
#133:	That's gotta do something.	Это что-то да значит.
#94:	Doors locked? Great, let's leave.	Двери заперты? Отлично, поехали.
#61:	My eyes.	Мои глаза.
#62:	One of 'em bots upstairs still gotta carry 'em.	Один из ботов наверху все еще должен нести их.
#63:	Just kill everything that moves - gotta find 'em somehow.	Просто убивайте все, что движется - надо же их как-то найти.
#149:	[Leave]	[Уйти]
#163:	Could you take out your gun again?	Не могли бы вы снова вытащить свой пистолет?
#164:	I need you to be ready, just in case.	Мне нужно, чтобы ты был готов, на всякий случай.
#165:	So you finally came back to your senses. Good.	Итак, вы наконец пришли в себя. Хорошо.
#152:	Could you hide your weapon?	Не могли бы вы спрятать свое оружие?
#153:	You crazy? 'ave them bots taken your brain now?	Ты спятил? Эти боты теперь забрали твой мозг?
#154:	Just trust me on this one.	Просто доверься мне в этом.
#155:	If you say so. But I hear just a beep of somethin' not bein' right, and I'll get it out again.	Как скажете. Но я слышу только звуковой сигнал о том, что что-то не так, и я вытащу его снова.
#167:	Could you stay here for a while?	Не могли бы вы остаться здесь ненадолго?
#168:	I'll go check out the area ahead.	Я пойду осмотрю местность впереди.
#169:	And then you run away with the eyes?	А потом убежишь с глазами?
#170:	No way. I know your type.	Ни за что. Я знаю твой типаж.
#171:	I trust you no further than the length of my barrel.	Я доверяю тебе не дальше длины моего ствола.
#60:	You got my eyes, right?	У тебя мои глаза, да?
#67:	[Stand still]	[Стоять неподвижно]
#88:	Hey, Don't leave me hangin'.	Эй, не оставляй меня висеть.
#66:	[Step away quietly]	[Отойдите тихо]
#79:	I just heard you walkin' away, didn't I.	Я только что слышал, как ты уходишь, не так ли?
#87:	Tryin' to sneak off with my eyes, are you?	Пытаешься улизнуть с моими глазами, а?
#64:	Yeah.	Ага.
#68:	Here they are.	Они здесь.
#69:	Great. Now let me put 'em back in.	Отлично. Теперь позволь мне положить их обратно.
#72:	Ah yes. I can see again.	О да. Я снова вижу.
#73:	You look worse than I imagined.	Ты выглядишь хуже, чем я представлял.
#74:	But I did offer you somethin' in return, didn't I? Here, take this.	Но я же предлагал тебе что-нибудь взамен, не так ли? Вот, возьми это.
#85:	Piss off, ya monster.	Отвали, чудовище.
#59:	Now that I can see again, it sure looks bleak around 'ere.	Теперь, когда я снова вижу, все вокруг кажется мрачным.
------------------------------------------		
SEQUENCE BlindCultistEnterCombatDialogue		
#15:	Don't think I'm useless just cause my eyes are missing.	Не думай, что я бесполезен только потому, что у меня нет глаз.
#14:	Lemme take care of 'em.	Дай мне позаботиться о них.
#13:	Don't worry, I'm 'ere to help.	Не волнуйся, я готов помочь.
#11:	Come 'ere, wanker!	Иди сюда, дрочила!
#9:	Motherfucker!	Ублюдок!
#10:	Bastard!	Сволочь!
------------------------------------------		
SEQUENCE BlindCultistFollowerComments		
#15:	When I can see again, imma get the best piece of meat I can find.	Когда я снова смогу видеть, я возьму лучший кусок мяса, какой смогу найти.
#14:	Damn bots.	Проклятые боты.
#12:	You hear that?	Вы это слышите?
#13:	Neither do I.	Я тоже.
#16:	What did the bots take away from me again?	Что боты снова у меня забрали?
#17:	Legs still 'ere...	Ноги все еще есть ...
#18:	Feelin' good with my arms...	Хорошо себя чувствую в руках ...
#19:	Oh right, my eyes. Still can't see shit.	Ах да, мои глаза. По-прежнему ни хрена не вижу.
#11:	Are we walkin' in circles?	Мы ходим кругами?
#9:	Is that a wall in front of me?	Передо мной стена?
#10:	Ah, no, it isn't.	Ах нет, это не так.
#7:	I can see somethin'.	Я кое-что вижу.
#8:	Wait, no. Still blind.	Подожди, нет. Все еще слепой.
#3:	Don't wait for me. I can smell where you are from all over.	Не жди меня. Я отовсюду чую, где ты.
#6:	Walkin' my legs is nice.	Ходить на ногах приятно.
#4:	I may be blind, but I sure like the atmosphere.	Возможно, я слепой, но мне нравится атмосфера.
#5:	Try bein' less loud. Them bots will immediately know where we are.	Постарайся быть тише. Их боты сразу узнают, где мы находимся.
------------------------------------------		
SEQUENCE BlindManQuestLever		
#34:	This lever is stuck.	Этот рычаг застрял.
#39:	[Leave]	[Уйти]
#41:	Blind Man, can you help me with that?	Слепой, ты можешь мне с этим помочь?
#66:	Hmmh. Didn't hear me.	Хмм. Не слышал меня.
#51:	Is it 'ere?	Это здесь?
#53:	Ready to go? I'll follow your smell.	Готов идти? Я буду следить за твоим запахом.
#38:	[Force It]	[Принудить]
------------------------------------------		
SEQUENCE BlindMansFriend		
#34:	I'm sure I'll get to hear lots of stories once my friend is back.	Я уверен, что услышу много историй, когда вернется мой друг.
#30:	Thank you for being such an honest person.	Спасибо за то, что вы такой честный человек.
#32:	May the titans bless your heart.	Да благословят твое сердце титаны.
#28:	Leave, you monster.	Уходи, чудовище.
#2:	A friend of mine recently decided to travel around more.	Недавно один мой друг решил еще путешествовать.
#3:	He's gone to a place called "Mine 19" to the west of here.	Он ушел в место под названием «Шахта 19» к западу отсюда.
#5:	I wonder how he's doing.	Интересно, как у него дела.
#15:	He's not coming back again.	Он больше не вернется.
#16:	I made sure of that.	Я в этом убедился.
#19:	I don't know what you've done.	Я не знаю, что ты наделал.
#20:	But you have to leave now.	Но тебе пора уходить.
#10:	I'm sorry to tell you...	Мне жаль вам говорить ...
#12:	I think he died.	Я думаю, он умер.
#13:	My condolences.	Мои соболезнования.
#17:	I kind of knew it.	Я вроде как знал это.
#18:	The world is a dangerous place.	Мир - опасное место.
#31:	Thank you for being honest with me.	Спасибо, что был со мной честен.
#7:	I've met him.	Я с ним встречался.
#8:	I'm sure he's doing fine.	Я уверен, что у него все в порядке.
------------------------------------------		
SEQUENCE BlockedForNow		
#2:	Someone blocked this off.	Кто-то это заблокировал.
#3:	I don't see any passage through it right now.	Я не вижу сейчас никакого прохода через него.
------------------------------------------		
SEQUENCE Bunker17AWorkbench		
#2:	A workbench. Maybe that gets useful later.	Верстак. Может быть, это пригодится позже.
------------------------------------------		
SEQUENCE ButcherGreeting		
#2:	Ahhh. Fresh meat.	Аааа. Свежее мясо.
#8:	Did you hear something?	Вы что-то слышали?
------------------------------------------		
SEQUENCE ButchersDenBedDialogue		
#2:	There's a trap door hidden under the bed.	Под кроватью спрятан люк.
#5:	[Leave]	[Уйти]
#4:	[Go Down]	[Спуститься]
------------------------------------------		
SEQUENCE ButtonStartArena		
#2:	Prepare to fight!	Готовьтесь к бою!
------------------------------------------		
SEQUENCE ButtonStartArenaLockpick		
#2:	Get ready...	Осторожно!
------------------------------------------		
SEQUENCE ButtonStartArenaVersus		
#2:	Welcome to the Colloseum.	Добро пожаловать в Колизей.
#3:	Choose your opponent.	Выбери своего противника.
#9:	Coop Partner	Кооператив партнер
#48:	Very well... prepare to fight!	Хорошо... готовься к бою!
#7:	Fighter Hard	Жесткий боец
#19:	Very well... prepare to fight!	Хорошо... готовься к бою!
#6:	Fighter Medium	Боец Средний
#5:	Fighter Easy	Боец Легкий
------------------------------------------		
SEQUENCE Careful		
#2:	Careful!	Осторожно!
------------------------------------------		
SEQUENCE ClosedDoor		
#2:	I can't open this.	Я не могу это открыть.
------------------------------------------		
SEQUENCE CommentBadWeather		
#3:	Fuck.	Блядь.
------------------------------------------		
SEQUENCE CommentDoorBroken		
#5:	This one's broken.	Этот сломан.
#4:	Doesn't function anymore.	Больше не работает.
